,title,rating,reviews,type,address,serviceOptions,gpsCoordinates,website,phone
4912,Surat Goods Transport,3.9,9,Transportation service,7H8H+GG6,,"{""latitude"":""21.266288"",""longitude"":""81.5787666""}",http://www.totalgroup.in/,09301286279
4913,Hans Travels (Raipur),3.4,980,Travel agency,"6MG5+879, Mumbai - Kolkata Hwy",,"{""latitude"":""21.2257929"",""longitude"":""81.6582383""}",https://www.hanstravel.in/raipur-cg-indore-920-52-route,08839070711
4914,OPPO Service Center,4.1,202,Mobile phone repair shop,"Ishwari Plaza, Shop No. 6-7, First Floor, Telibandha Main Rd",,"{""latitude"":""21.2415051"",""longitude"":""81.6593716""}",https://support.oppo.com/in/service-center/,07713510403
4915,Realme service center,4.0,926,Mobile phone repair shop,"1st floor shop no 26 samved shikhar complex, beside Dainik bhaskar",,"{""latitude"":""21.2475082"",""longitude"":""81.6380303""}",https://www.realme.com/,07000178671
5098,Arena Animation Raipur,4.6,325,Animation Studio,"07, beside Kotak Bank",,"{""latitude"":""21.2419315"",""longitude"":""81.6490321""}",https://www.arenaraipur.com/,09589233695
5109,CAR ARENA,4.9,15,Car dealer,"Turning Point, opposite BTI GROUND, near Khamardih Road",,"{""latitude"":""21.251317"",""longitude"":""81.6672545""}",,09827199971
5110,"Tulip Arena | Hotel, Club & Events by SGL |",4.5,545,Hotel,Hotel,Pool Free parking Free breakfast Free Wi-Fi,"{""latitude"":""21.2399572"",""longitude"":""81.693931""}",https://www.tuliparena.com/,072230 58886
5113,The Spring Arena,4.3,298,Restaurant,"Beside Vidhayak Colony, Near 36 Mall, opposite Bhasin Motors",Dine-inTakeawayDelivery,"{""latitude"":""21.2372306"",""longitude"":""81.6889034""}",,09993636060
5116,"Creative Digital Arena: Logo design, Brochure design, Digital Marketing, Graphic Design services in Raipur, India",,,Advertising agency,"G-7 Central Jail Campus, Jail Rd, in front of Mekahara Govt Hospital",,"{""latitude"":""21.2527839"",""longitude"":""81.6422142""}",https://creativedigitalarena.business.site/,09870366572
5118,"Creative Digital Arena: Logo design, Brochure design, Digital Marketing, Graphic Design services in Raipur, India",,,Advertising agency,"G-7 Central Jail Campus, Jail Rd, in front of Mekahara Govt Hospital",,"{""latitude"":""21.2527839"",""longitude"":""81.6422142""}",https://creativedigitalarena.business.site/,09870366572
5122,Maruti Suzuki Arena Sparsh Automobiles,5.0,2,Car dealer,"Bhanpuri Rd, opp. to Mahesh Cold Storage",In-store shoppingDelivery,"{""latitude"":""21.2964831"",""longitude"":""81.6367865""}",http://www.sparshautomobiles.com/,09669800435
5125,Odette - Tulip Arena,4.9,28,Country food restaurant,"Tulip, Sunita Park, G.E Road",Dine-inDrive-throughNo-contact delivery,"{""latitude"":""21.2399517"",""longitude"":""81.69393""}",http://www.tuliparena.com/,07223058886
5130,Sports Adda,4.4,92,Sports complex,"Sports adda, behind Lk Corporate Tower",,"{""latitude"":""21.1965635"",""longitude"":""81.6948467""}",https://sports-adda-raipur.business.site/,07773044444
5132,ARIENA - The Boutique Hotel,4.2,951,4-star hotel,4-star hotel,Pool Free parking Free breakfast Free Wi-Fi,"{""latitude"":""21.2388658"",""longitude"":""81.6778288""}",http://www.hotelariena.com/,077140 54057
5139,Phoenix Sports Arena (The Upper Deck Cafe),4.3,206,Sports club,"Phoenix Sports Arena, Road, opposite Milestone School",,"{""latitude"":""21.2187269"",""longitude"":""81.3301534""}",https://www.facebook.com/phoenixsportsarena/,09752634488
5148,Maruti Suzuki Arena,,,Automation company,near Dammani Fuel Pump,,"{""latitude"":""20.9715543"",""longitude"":""81.8663194""}",https://sumit-co.business.site/,09752867788
5149,PUNO - Advance Raipur,4.7,"5,576",Amusement center,"Fantasy Square, 778/3 & 778/52 Opposite Ambuja Mall, Vidhan Sabha Rd",,"{""latitude"":""21.2735422"",""longitude"":""81.6876737""}",http://www.funatpuno.com/raipur,08298294449
5150,Study Arena,4.8,41,Library,Street Number 4,,"{""latitude"":""21.2165252"",""longitude"":""81.3186959""}",https://study-arena-library.business.site/?utm_source=gmb&utm_medium=referral,09399191113
5159,तनिश फास्ट फूड,3.3,3,Tire shop,"7M4H+GX4, Kachna Rd, Near Aisweraya",,"{""latitude"":""21.256272"",""longitude"":""81.6799432""}",,07772034573
5162,Arena Animation - Pinnacle Design Arena,4.6,226,Vocational College,"1st floor, CMD College Chowk, Kashi Chambers, Link Rd, opp. Lions Bhawan Shaheed Chowk",,"{""latitude"":""22.0718184"",""longitude"":""82.1580739""}",https://arena-animation-bilaspur.business.site/?utm_source=gmb&utm_medium=referral,08818800890
5166,Swastik Energy,,,Coal Supplier,"Edge, Infront of Maruti Arena, Ofc No – 414-415, 4th floor, Vidhan Sabha Rd",,"{""latitude"":""21.2682762"",""longitude"":""81.6732651""}",http://swastikenergy.in/,08319817161
5167,Avanza Clinic - Raipur,5.0,7,Hair transplantation clinic,"1st Floor, Arena - the boutique",,"{""latitude"":""21.2386546"",""longitude"":""81.6777239""}",https://www.avanzaclinic.com/,09321772119
5171,Niranjan Cycle Stores,,,Bicycle repair shop,"7M9F+FFP, Near Sharda Rice Mill, Mowa Police Station, Main Road & Vidhan Sabha Road",,"{""latitude"":""21.268722"",""longitude"":""81.673705""}",,07509618565
5172,Global logistics,4.0,1,Coal Supplier,"No. 414-415, 4th floor, Edge, Infront of Maruti Arena, Vidhan Sabha Rd",,"{""latitude"":""21.2699927"",""longitude"":""81.6764083""}",http://www.globallogisticsraipur.com/contact.html,07008364951
5178,MONTY'S FOOD ARENA,4.5,12,Cafe,"OLD CHARLIE, CITY CENTRE MALL",Dine-inDrive-throughNo-contact delivery,"{""latitude"":""21.7402694"",""longitude"":""81.9351619""}",,07000913384
5180,MARUTI SUZUKI ARENA SERVICE WORKSHOP(CHOUHAN AUTOMOBILES LLP),4.3,38,Machine workshop,Machine workshop,,"{""latitude"":""21.2099474"",""longitude"":""81.3106057""}",http://www.arenaofbhilai.com/,06262000222
5184,REBOUNCE,4.7,"1,103",Amusement park,"Plot 338/31 Labhandi signal, opp. Indira Gandhi Agricultural University",,"{""latitude"":""21.2373202"",""longitude"":""81.695521""}",http://www.rebounce.in/,08962280208
5185,Hungry Hneshel,5.0,4,Fast Food,"in front of Katora Talab, beside Urban Arena",,"{""latitude"":""21.2341817"",""longitude"":""81.6543265""}",,07000167308
5186,MARUTI SUZUKI ARENA GANDAI,4.9,8,Car dealer,"SH 5, near krishi upaj mandi",In-store shoppingIn-store pick-upDelivery,"{""latitude"":""21.6608524"",""longitude"":""81.0960236""}",http://www.sparshautomobiles.com/,09285505705
5188,The Kingdom of Joy,4.6,199,Amusement park,"The Kingdom of Joy, Vidhan Sabha Rd, near delhi public school",On-site services,"{""latitude"":""21.2928478"",""longitude"":""81.733868""}",https://www.facebook.com/thekingdomofjoyraipur?mibextid=ZbWKwL,08889983500
5190,Smaaash Raipur,4.4,287,Bowling alley,"1 flr , Sno. 121 to 129 Main Vidhan Sabha Road, Near Saddu Nala",,"{""latitude"":""21.2756"",""longitude"":""81.6876""}",https://smaaash.in/,08377008667
5192,Maruti Suzuki Service (Sparsh Automobiles),3.2,6,Car Service Station,"Pachpadi Naka, Raipur - Jagdalpur - Vishakhapatnam Rd, opp. Dutta Dry Cleaner Dhamkari",,"{""latitude"":""21.217058"",""longitude"":""81.655273""}",https://www.marutisuzuki.com/service-workshop-in-raipur,09977953000
5199,Hotel Vennington Court,4.0,"3,643",4-star hotel,"Fafadih, Chowk, Jail Rd, near Guru Gobind Singh Squre",,"{""latitude"":""21.2560805"",""longitude"":""81.6374334""}",http://www.venningtoncourt.com/,077143 33333
5200,"Maruti Suzuki ARENA - Sky Automobiles, Dhamtari",4.2,380,Car dealer,"Sehradabri, Raipur - Jagdalpur - Vishakhapatnam Rd",In-store shoppingIn-store pick-upDelivery,"{""latitude"":""20.7423279"",""longitude"":""81.5786518""}",http://skyautomobiles.in/,09893307417
5201,ARENA Parsada (M Square Motors (A Unit Of Mahavir Motorcorp Pvt Ltd) ) Maruti,5.0,1,Car dealer,"Gate, Bilaspur Rd, beside Transport Nagar",Delivery,"{""latitude"":""22.0477375"",""longitude"":""82.1220121""}",https://www.marutisuzuki.com/channels/arena/locate-a-dealer,06262622501
5203,Hotel Celebration Raipur,4.0,"1,544",3-star hotel,"Jail Rd, near Shri Gurugovind Singh Chowk",Delivery,"{""latitude"":""21.2564679"",""longitude"":""81.6370452""}",http://www.celebrationworld.in/,077140 92990
5204,"Babylon Capital, Raipur",4.2,"1,754",Hotel,"VIP Chowk, G.E. Rd",,"{""latitude"":""21.2399526"",""longitude"":""81.6775084""}",http://www.babyloncapital.in/,077166 77777
5207,Pinnacle Design Arena,4.7,20,Training school,"1st Floor, Kashi Chambers, Link Rd, opp. Lions Bhawan",,"{""latitude"":""22.071774"",""longitude"":""82.1580626""}",https://pinnacle-design-arena.business.site/?utm_source=gmb&utm_medium=referral,08818800890
5214,Hotel Punjab Palace,3.9,"1,045",3-star hotel,"Jail Road, Kutchery Chowk, near Hotel Satlaj",,"{""latitude"":""21.2474049"",""longitude"":""81.6415""}",http://www.punjab.org.in/,074893 50001
5215,Hotel Meera,3.8,"1,195",3-star hotel,"Hotel Meera, Rishabh Complex, Mahatma Gandhi Rd, opposite Raipur",Takeaway,"{""latitude"":""21.2483585"",""longitude"":""81.6330012""}",http://www.hotelmeera.in/,077140 80087
5216,Satya Auto - Maruti Suzuki Arena - Sales (Bilaspur),4.6,"1,771",Car dealer,Shiv Talkies Road Near Old Bus Stand,In-store shoppingIn-store pick-upDelivery,"{""latitude"":""22.0745767"",""longitude"":""82.1604622""}",https://www.satyaauto.com/,07089888881
5899,The M Hotel,4.4,296,Hotel,Hotel,"Pool Free parking Free breakfast Free Wi-Fi  ""Excellent location, Rooms and Service""","{""latitude"":""21.2563388"",""longitude"":""81.6336062""}",https://www.themhotel.in/,088176 21592
5902,Hotel Simran,3.9,"2,323",3-star hotel,3-star hotel,Free breakfast Free Wi-Fi Air-conditioned Breakfast,"{""latitude"":""21.2571834"",""longitude"":""81.6331815""}",https://hotelsimran.online/,096300 90047
5918,OYO 13546 Hotel City Palace,3.6,274,2-star hotel,2-star hotel,Pool Free Wi-Fi Air-conditioned Breakfast,"{""latitude"":""21.2415053"",""longitude"":""81.635188""}",https://www.oyorooms.com/h/35562?utm_source=Google_gmb&utm_medium=Organic&utm_campaign=RPR098&latitude=21.24058&longitude=81.63507&locale=en,0124 620 1516
5919,OYO 4939 Hotel Highway Inn,3.7,166,3-star hotel,3-star hotel,Free Wi-Fi Air-conditioned Breakfast Wi-Fi,"{""latitude"":""21.2255614"",""longitude"":""81.656224""}",https://www.oyorooms.com/h/8121?utm_source=Google_gmb&utm_medium=Organic&utm_campaign=RPR033&latitude=21.22744&longitude=81.65741&locale=en,0124 620 1519
5924,SPOT ON Hotel Monu,2.8,148,4-star hotel,4-star hotel,Free Wi-Fi Air-conditioned Wi-Fi Parking,"{""latitude"":""21.254351"",""longitude"":""81.650314""}",https://www.oyorooms.com/hotels-in-Raipur/?utm_source=Google_gmb_so&utm_medium=Organic&utm_campaign=RPR181,0124 620 1519
5931,Flagship 8173 Hotel Singh Palace,3.6,336,2-star hotel,2-star hotel,"Free Wi-Fi Air-conditioned Breakfast Wi-Fi  ""Normal Motel with very basic amenities.""","{""latitude"":""21.25353"",""longitude"":""81.631027""}",https://www.oyorooms.com//hotels-in-Raipur/?utm_source=GMB_IN_SO&utm_medium=Organic&utm_campaign=RPR066&locale=en,0124 620 1519
5933,OYO Hotel Supreet Inn,2.9,208,Hotel,Hotel,Free breakfast Free Wi-Fi Breakfast Wi-Fi,"{""latitude"":""21.2494969"",""longitude"":""81.6571377""}",https://www.oyorooms.com/89594/,0124 620 1519
5940,Shivam hostel,4.8,4,Motel,6MF8+P44,,"{""latitude"":""21.2242509"",""longitude"":""81.6653335""}",,07999793694
6109,Hotel Aarya Inn,3.8,975,4-star hotel,4-star hotel,Pool Free breakfast Free Wi-Fi Air-conditioned,"{""latitude"":""21.256321"",""longitude"":""81.6334488""}",http://www.aaryainn.in/,077179 60679
6114,Hotel Royale Ambience,4.0,"1,118",3-star hotel,3-star hotel,Pool Free breakfast Free Wi-Fi Air-conditioned  Takeaway,"{""latitude"":""21.2564184"",""longitude"":""81.6352584""}",http://www.hotelroyaleambience.in/,077140 16001
6116,Hotel Sudha Regency,3.7,869,3-star hotel,3-star hotel,"Pool Free breakfast Free Wi-Fi Air-conditioned  ""Affordable prize and Lodge with boarding""","{""latitude"":""21.256881"",""longitude"":""81.632654""}",http://www.hotelsudharegency.com/,077140 73744
6123,SPOT ON 60962 Hotel Chandra,3.3,431,1-star hotel,1-star hotel,"Free Wi-Fi Air-conditioned Wi-Fi  ""There is no availability of food in this lodge,only residence.""","{""latitude"":""21.2530425"",""longitude"":""81.630769""}",,0124 620 1519
6126,The M Hotel,4.4,296,Hotel,Hotel,Pool Free parking Free breakfast Free Wi-Fi,"{""latitude"":""21.2563388"",""longitude"":""81.6336062""}",https://www.themhotel.in/,088176 21592
6128,Hotel Simran,3.9,"2,323",3-star hotel,3-star hotel,"Free breakfast Free Wi-Fi Air-conditioned Breakfast  ""Good lodging experience""","{""latitude"":""21.2571834"",""longitude"":""81.6331815""}",https://hotelsimran.online/,096300 90047
6129,Hotel The Sudesh,4.0,"1,011",3-star hotel,3-star hotel,"Pool Free breakfast Free Wi-Fi Air-conditioned  ""OK lodge is superb service also good""","{""latitude"":""21.2587679"",""longitude"":""81.6320064""}",,088893 82999
6132,The Downton Hotel,3.9,304,Hotel,"Behind Station Gurudwara, near Railway Station",,"{""latitude"":""21.2538268"",""longitude"":""81.6310864""}",https://downtonhotels.in/,077149 75000
6142,Shri Krishna Dormitory,3.0,7,Lodge,7J2H+275,,"{""latitude"":""21.250001"",""longitude"":""81.628239""}",,07714037310
6158,PARAS BHAVAN BOYS HOSTEL AND PG,4.5,79,Boy's Hostel,"Deepak sahu,near santu kirana store",,"{""latitude"":""21.2608595"",""longitude"":""81.6378473""}",https://pginraipur.business.site/?utm_source=gmb&utm_medium=referral,09329541510
6176,Dev Hostel,3.7,18,Hostel,Hostel,,"{""latitude"":""21.2522553"",""longitude"":""81.6056932""}",https://devhostel-raipur.business.site/,09827965478
6197,Nikky girls hostel,4.7,117,Girl's Hostel,near Bus Stand,,"{""latitude"":""21.2507505"",""longitude"":""81.6501422""}",https://nikky-girls-hostel.business.site/,06268566370
6202,B.D.M. Hostel,4.0,142,Boy's Hostel,Boy's Hostel,,"{""latitude"":""21.2565625"",""longitude"":""81.6040625""}",,09926101041
6203,USHA BOYS GUEST HOUSE,4.7,29,Boy's Hostel,"3rd floor, Usha Tower, opposite Aurum Showroom",,"{""latitude"":""21.258023"",""longitude"":""81.6541687""}",,09171558476
6208,USHA GIRLS HOSTEL,4.1,65,Girl's Hostel,behind Kalyan Jewellers,,"{""latitude"":""21.2511463"",""longitude"":""81.6494385""}",,08889388869
6216,GURU NANAK GIRLS HOSTEL|BEST GIRLS HOSTEL PANDRI RAIPUR,3.1,7,Hostel,"24/884 WORD NO 24, GOVIND NAGAR, behind HOTEL GURU",,"{""latitude"":""21.2583499"",""longitude"":""81.6565584""}",,08889666000
6221,Isha Girls Hostel,3.9,59,Girl's Hostel,"C/O ISHA Cooking Classes, Behind Mahila Police Station, Near Ashirwad Bhawan",,"{""latitude"":""21.2363559"",""longitude"":""81.6417209""}",,09406236309
6223,Ramesh Seva Sadan Girls Hostel,4.1,170,Girl's Hostel,Meera Datar Rd,,"{""latitude"":""21.248366"",""longitude"":""81.6217839""}",http://www.rsshostel.org/,07714070051
6224,Anand dham boys hostel,4.6,40,Boy's Hostel,"Anand dham, Ram nagar road, near saraswati railway station, near disha collage",,"{""latitude"":""21.2521798"",""longitude"":""81.6059823""}",,07869083869
6225,Shrivastava Boys Hostel,,,Boy's Hostel,Shreet no 3B,,"{""latitude"":""21.2547232"",""longitude"":""81.6549186""}",https://shrivastava-boys-hostel.business.site/,08788290802
6226,New A.T Girls Hostel,3.5,11,Girl's Hostel,"6JQJ+CV2, Main Rd, Opp. Arvindo Netralaya (Dr. Saxena)",,"{""latitude"":""21.2385032"",""longitude"":""81.6321297""}",,08878568055
6229,Girls PG / Girls Hostel (Girls & women only),3.7,45,Girl's Hostel,"Shubham K. Mart, 2nd street, gate, LIC Rd, in front of Pandri",,"{""latitude"":""21.2530282"",""longitude"":""81.6504124""}",https://durga-girls-hostel.business.site/?utm_source=gmb&utm_medium=referral,09425213419
6231,Dewangan Girls Hostel,3.8,17,Girl's Hostel,"4/8386 road, no. 2, Bajrang Nagar Rd",,"{""latitude"":""21.2427679"",""longitude"":""81.6251528""}",,07697763683
6232,Guru Shakti Sadan Girls' Hostel,3.6,27,Girl's Hostel,Girl's Hostel,,"{""latitude"":""21.2456053"",""longitude"":""81.6093464""}",,09329622940
6233,Anandi girls hostel /pg in raipur,4.0,110,Girl's Hostel,"in front, Pandri Rd Lic building, beside fashion house",,"{""latitude"":""21.2529425"",""longitude"":""81.65028""}",,09981132602
6240,Saraswati Niwas,3.7,57,Girl's Hostel,Street Number 6,,"{""latitude"":""21.251027"",""longitude"":""81.649591""}",,09926159053
6241,Best Hostel In Raipur | Chile house,3.9,75,Student housing center,"Masjid Rd, beside siddheswari mandir",,"{""latitude"":""21.2552389"",""longitude"":""81.5980843""}",,09303506005
6249,MAHAK GIRLS HOSTEL,3.8,13,Girl's Hostel,"Kalibadi Chwok, Hanuman Colony , Near rising sun school, House No.12/13",,"{""latitude"":""21.2339909"",""longitude"":""81.6404454""}",,09981997255
6253,Goswami PG,3.9,53,Boy's Hostel,"LIG 131, Shankar Nagar Rd",,"{""latitude"":""21.2562949"",""longitude"":""81.6592995""}",https://goswami-boys-pg.business.site/,09009271520
6256,Sun Hostel Pg Dormitory,3.9,18,Hostel,Bhawanipatna - Raipur Hwy,,"{""latitude"":""21.2397034"",""longitude"":""81.6658606""}",,08817608866
6257,Maa Tara Guest House,2.9,23,Boy's Hostel,Boy's Hostel,,"{""latitude"":""21.2399874"",""longitude"":""81.5958486""}",https://www.facebook.com/Maa-Tara-Guest-House-486909318352713/,08889559993
6260,POWER GRID HOSTEL,4.4,97,Boy's Hostel,Boy's Hostel,,"{""latitude"":""21.2431672"",""longitude"":""81.5912485""}",,09039840483
6388,Central,3.6,7,Shopping mall,"City Centre Mall, Devendra Nagar, Pandri, Raipur, Chhattisgarh Devendra Nagar",In-store shopping,"{""latitude"":""21.2570302"",""longitude"":""81.6420864""}",,07714071201
6390,B L PLAZA 1st floor,3.6,326,Shopping mall,"Republic of, BL Plaza, Malviya Rd",In-store shopping,"{""latitude"":""21.242154"",""longitude"":""81.6357582""}",,08819855555
6396,The Âmber Group,3.3,4,Shopping mall,"7J2H+8R7, Raipur-Abhanpur Rd",In-store shopping,"{""latitude"":""21.2507797"",""longitude"":""81.6295347""}",,09098936939
6398,SS Plaza commercial complex,,,Shopping mall,"Amardeep talkies road, Banstal Rd, near Millenium plaza",In-store shopping,"{""latitude"":""21.2429452"",""longitude"":""81.6386108""}",,09425207100
6400,Epic Center,3.8,26,Outlet mall,"33/309*, Great Eastern Rd",In-store shopping,"{""latitude"":""21.2401299"",""longitude"":""81.6287965""}",,09004202681
6404,Central Mart®,5.0,3,Shopping mall,"7M43+F3V, Jeevan Bima Marg",In-store shopping,"{""latitude"":""21.25623"",""longitude"":""81.6526618""}",,08319351307
6414,LALGANGA SHOPPING MALL,3.8,380,Shopping mall,"6JVQ+WMP, Great Eastern Rd",In-store shopping,"{""latitude"":""21.2448396"",""longitude"":""81.6391991""}",,09522419000
6417,Lalganga City Mart,4.1,32,Shopping mall,6JRR+RG4,In-store shopping,"{""latitude"":""21.2420036"",""longitude"":""81.6413424""}",,07509619000
